target,alpha_grid,outer_fold,model,alpha,inner_fold,mae,selected
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.9306977288832496,mean,20.075664728478092,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,2.6826957952797246,0,19.016228733419524,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,2.6826957952797246,1,19.483932581080186,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,2.6826957952797246,2,17.992144295403975,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,2.6826957952797246,3,24.0157618757653,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,2.6826957952797246,4,19.873442549476803,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,2.6826957952797246,mean,20.07630200702916,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,3.727593720314938,0,19.011265981314356,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,3.727593720314938,1,19.486118994139918,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,3.727593720314938,2,17.99455150855558,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,3.727593720314938,3,24.015179773127244,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,3.727593720314938,4,19.87879342596783,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,3.727593720314938,mean,20.077181936620985,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,5.179474679231207,0,19.004430632455797,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,5.179474679231207,1,19.489130500043135,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,5.179474679231207,2,17.997867138502148,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,5.179474679231207,3,24.01437800078008,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,5.179474679231207,4,19.88616357776441,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,5.179474679231207,mean,20.078393969909115,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,7.196856730011514,0,18.995047675585653,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,7.196856730011514,1,19.49326460196722,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,7.196856730011514,2,18.002418732482745,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,7.196856730011514,3,24.013277352563012,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,7.196856730011514,4,19.8962810936193,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,7.196856730011514,mean,20.080057891243587,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,10.0,0,18.9823165231639,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,10.0,1,19.498913761191808,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,10.0,2,18.00863838540719,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,10.0,3,24.01177334101645,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,10.0,4,19.910106456194075,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,10.0,mean,20.082349693394683,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,13.89495494373136,0,18.96770805314677,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,13.89495494373136,1,19.506584953244044,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,13.89495494373136,2,18.017084270924812,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,13.89495494373136,3,24.009730990825243,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,13.89495494373136,4,19.928880402419818,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,13.89495494373136,mean,20.085997734112137,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,19.306977288832496,0,18.948040830547473,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,19.306977288832496,1,19.516913698465963,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,19.306977288832496,2,18.03229426308221,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,19.306977288832496,3,24.006981103371604,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,19.306977288832496,4,19.954158260939746,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,19.306977288832496,mean,20.0916776312814,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,26.82695795279722,0,18.92678602790372,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,26.82695795279722,1,19.53066251763393,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,26.82695795279722,2,18.05828436322518,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,26.82695795279722,3,24.003320667905342,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,26.82695795279722,4,19.987806172498864,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,26.82695795279722,mean,20.101371949833407,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,37.27593720314938,0,18.901129265921394,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,37.27593720314938,1,19.556909092867826,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,37.27593720314938,2,18.092358645180713,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,37.27593720314938,3,24.006306787118778,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,37.27593720314938,4,20.031920216668507,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,37.27593720314938,mean,20.117724801551443,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,51.794746792312125,0,18.86816199503138,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,51.794746792312125,1,19.619842636873905,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,51.794746792312125,2,18.13615258768277,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,51.794746792312125,3,24.025212403948114,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,51.794746792312125,4,20.08861775519388,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,51.794746792312125,mean,20.14759747574601,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,71.96856730011514,0,18.828441339643035,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,71.96856730011514,1,19.704914246002566,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,71.96856730011514,2,18.191023093057638,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,71.96856730011514,3,24.048899715265218,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,71.96856730011514,4,20.188114138984524,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,71.96856730011514,mean,20.192278506590593,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,100.0,0,18.804937133811418,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,100.0,1,19.80816501074753,False
